fb_id,date,home_team,away_team,home_team_continent,away_team_continent,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result
1,6/14/2022,Costa Rica,New Zealand,North America,Oceania,1,0,FIFA World Cup qualification,Unknown,Qatar,TRUE,No,Win
2,6/14/2022,Kuwait,Jordan,Asia,Asia,0,3,AFC Asian Cup qualification,Unknown,Kuwait,FALSE,No,Lose
3,6/14/2022,Indonesia,Nepal,Asia,Asia,7,0,AFC Asian Cup qualification,Unknown,Kuwait,TRUE,No,Win
4,6/14/2022,Palestine,Philippines,Asia,Asia,4,0,AFC Asian Cup qualification,Unknown,Mongolia,TRUE,No,Win
5,6/14/2022,Mongolia,Yemen,Asia,Asia,2,0,AFC Asian Cup qualification,Unknown,Mongolia,FALSE,No,Win
6,6/14/2022,Maldives,Sri Lanka,Africa,Asia,1,0,AFC Asian Cup qualification,Unknown,Uzbekistan,TRUE,No,Win
7,6/14/2022,Uzbekistan,Thailand,Asia,Asia,2,0,AFC Asian Cup qualification,Unknown,Uzbekistan,FALSE,No,Win
8,6/14/2022,Afghanistan,Cambodia,Asia,Asia,2,2,AFC Asian Cup qualification,Unknown,India,TRUE,No,Draw
9,6/14/2022,India,Hong Kong,Asia,Asia,4,0,AFC Asian Cup qualification,Unknown,India,FALSE,No,Win
10,6/14/2022,Bahrain,Turkmenistan,Asia,Asia,1,0,AFC Asian Cup qualification,Unknown,Malaysia,TRUE,No,Win
11,6/14/2022,Malaysia,Bangladesh,Asia,Asia,4,1,AFC Asian Cup qualification,Unknown,Malaysia,FALSE,No,Win
12,6/14/2022,Myanmar,Singapore,Asia,Asia,2,6,AFC Asian Cup qualification,Unknown,Kyrgyz Republic,TRUE,No,Lose
13,6/14/2022,Kyrgyz Republic,Tajikistan,Asia,Asia,0,0,AFC Asian Cup qualification,Unknown,Kyrgyz Republic,FALSE,No,Draw
14,6/14/2022,Jamaica,Mexico,North America,North America,1,1,CONCACAF Nations League,Unknown,Jamaica,FALSE,No,Draw
15,6/14/2022,El Salvador,USA,North America,North America,1,1,CONCACAF Nations League,Unknown,El Salvador,FALSE,No,Draw
16,6/14/2022,Haiti,Guyana,North America,South America,6,0,CONCACAF Nations League,Unknown,Dominican Republic,TRUE,No,Win
17,6/14/2022,England,Hungary,Europe,Europe,0,4,UEFA Nations League,Unknown,England,FALSE,No,Lose
18,6/14/2022,Germany,Italy,Europe,Europe,5,2,UEFA Nations League,Unknown,Germany,FALSE,No,Win
19,6/14/2022,Netherlands,Wales,Europe,Europe,3,2,UEFA Nations League,Unknown,Netherlands,FALSE,No,Win
20,6/14/2022,Poland,Belgium,Europe,Europe,0,1,UEFA Nations League,Unknown,Poland,FALSE,No,Lose
21,6/14/2022,Armenia,Scotland,Europe,Europe,1,4,UEFA Nations League,Unknown,Armenia,FALSE,No,Lose
22,6/14/2022,Ukraine,Republic of Ireland,Europe,Europe,1,1,UEFA Nations League,Unknown,Poland,TRUE,No,Draw
23,6/14/2022,Bosnia and Herzegovina,Finland,Europe,Europe,3,2,UEFA Nations League,Unknown,Bosnia and Herzegovina,FALSE,No,Win
24,6/14/2022,Romania,Montenegro,Europe,Europe,0,3,UEFA Nations League,Unknown,Romania,FALSE,No,Lose
25,6/14/2022,Luxembourg,Faroe Islands,Europe,Europe,2,2,UEFA Nations League,Unknown,Luxembourg,FALSE,No,Draw
26,6/14/2022,Turkey,Lithuania,Europe,Europe,2,0,UEFA Nations League,Unknown,Turkey,FALSE,No,Win
27,6/14/2022,Moldova,Andorra,Europe,Europe,2,1,UEFA Nations League,Unknown,Moldova,FALSE,No,Win
28,6/14/2022,Liechtenstein,Latvia,Europe,Europe,0,2,UEFA Nations League,Unknown,Liechtenstein,FALSE,No,Lose
29,6/14/2022,Chile,Ghana,South America,Africa,0,0,Kirin Cup,Unknown,Japan,TRUE,Yes,Lose
30,6/14/2022,Japan,Tunisia,Asia,Africa,0,3,Kirin Cup,Unknown,Japan,FALSE,No,Lose
31,6/14/2022,Korea Republic,Egypt,Asia,Africa,4,1,Friendly,Unknown,Korea Republic,FALSE,No,Win
32,6/13/2022,Australia,Peru,Oceania,South America,0,0,FIFA World Cup qualification,Unknown,Qatar,TRUE,Yes,Win
33,6/13/2022,São Tomé and Príncipe,Nigeria,Africa,Africa,0,10,African Cup of Nations qualification,Unknown,Morocco,TRUE,No,Lose
34,6/13/2022,Sierra Leone,Guinea-Bissau,Africa,Africa,2,2,African Cup of Nations qualification,Unknown,Guinea,TRUE,No,Draw
35,6/13/2022,Morocco,Liberia,Africa,Africa,2,0,African Cup of Nations qualification,Unknown,Morocco,FALSE,No,Win
36,6/13/2022,Honduras,Canada,North America,North America,2,1,CONCACAF Nations League,Unknown,Honduras,FALSE,No,Win
37,6/13/2022,Nicaragua,Bahamas,North America,North America,4,0,CONCACAF Nations League,Unknown,Nicaragua,FALSE,No,Win
38,6/13/2022,Trinidad and Tobago,St. Vincent and the Grenadines,South America,North America,4,1,CONCACAF Nations League,Unknown,Trinidad and Tobago,FALSE,No,Win
39,6/13/2022,Guatemala,Dominican Republic,North America,North America,2,0,CONCACAF Nations League,Unknown,Guatemala,FALSE,No,Win
40,6/13/2022,Denmark,Austria,Europe,Europe,2,0,UEFA Nations League,Unknown,Denmark,FALSE,No,Win
41,6/13/2022,France,Croatia,Europe,Europe,0,1,UEFA Nations League,Unknown,France,FALSE,No,Lose
42,6/13/2022,Iceland,Israel,Europe,Europe,2,2,UEFA Nations League,Unknown,Iceland,FALSE,No,Draw
43,6/13/2022,Azerbaijan,Belarus,Europe,Europe,2,0,UEFA Nations League,Unknown,Azerbaijan,FALSE,No,Win
44,6/13/2022,Kazakhstan,Slovakia,Europe,Europe,2,1,UEFA Nations League,Unknown,Kazakhstan,FALSE,No,Win
45,6/13/2022,Albania,Estonia,Europe,Europe,0,0,Friendly,Unknown,Albania,FALSE,No,Draw
46,6/12/2022,Cuba,Antigua and Barbuda,North America,North America,3,1,CONCACAF Nations League,Unknown,Cuba,FALSE,No,Win
47,6/12/2022,St. Lucia,Anguilla,North America,North America,2,0,CONCACAF Nations League,Unknown,St. Lucia,FALSE,No,Win
48,6/12/2022,Puerto Rico,British Virgin Islands,North America,North America,6,0,CONCACAF Nations League,Unknown,Puerto Rico,FALSE,No,Win
49,6/12/2022,Spain,Czech Republic,Europe,Europe,2,0,UEFA Nations League,Unknown,Spain,FALSE,No,Win
50,6/12/2022,Switzerland,Portugal,Europe,Europe,1,0,UEFA Nations League,Unknown,Switzerland,FALSE,No,Win
51,6/12/2022,Norway,Sweden,Europe,Europe,3,2,UEFA Nations League,Unknown,Norway,FALSE,No,Win
52,6/12/2022,Slovenia,Serbia,Europe,Europe,2,2,UEFA Nations League,Unknown,Slovenia,FALSE,No,Draw
53,6/12/2022,Northern Ireland,Cyprus,Europe,Europe,2,2,UEFA Nations League,Unknown,Northern Ireland,FALSE,No,Draw
54,6/12/2022,Greece,Kosovo,Europe,Europe,2,0,UEFA Nations League,Unknown,Greece,FALSE,No,Win
55,6/12/2022,North Macedonia,Gibraltar,Europe,Europe,4,0,UEFA Nations League,Unknown,North Macedonia,FALSE,No,Win
56,6/12/2022,Georgia,Bulgaria,Europe,Europe,0,0,UEFA Nations League,Unknown,Georgia,FALSE,No,Draw
57,6/12/2022,Malta,San Marino,Europe,Europe,1,0,UEFA Nations League,Unknown,Malta,FALSE,No,Win
58,6/12/2022,IR Iran,Algeria,Asia,Africa,1,2,Friendly,Unknown,Qatar,TRUE,No,Lose
59,6/11/2022,Kuwait,Nepal,Asia,Asia,4,1,AFC Asian Cup qualification,Unknown,Kuwait,FALSE,No,Win
60,6/11/2022,Indonesia,Jordan,Asia,Asia,0,1,AFC Asian Cup qualification,Unknown,Kuwait,TRUE,No,Lose
61,6/11/2022,Mongolia,Philippines,Asia,Asia,0,1,AFC Asian Cup qualification,Unknown,Mongolia,FALSE,No,Lose
62,6/11/2022,Yemen,Palestine,Asia,Asia,0,5,AFC Asian Cup qualification,Unknown,Mongolia,TRUE,No,Lose
63,6/11/2022,Sri Lanka,Thailand,Asia,Asia,0,2,AFC Asian Cup qualification,Unknown,Uzbekistan,TRUE,No,Lose
64,6/11/2022,Uzbekistan,Maldives,Asia,Africa,4,0,AFC Asian Cup qualification,Unknown,Uzbekistan,FALSE,No,Win
65,6/11/2022,Cambodia,Hong Kong,Asia,Asia,0,3,AFC Asian Cup qualification,Unknown,India,TRUE,No,Lose
66,6/11/2022,India,Afghanistan,Asia,Asia,2,1,AFC Asian Cup qualification,Unknown,India,FALSE,No,Win
67,6/11/2022,Bangladesh,Turkmenistan,Asia,Asia,1,2,AFC Asian Cup qualification,Unknown,Malaysia,TRUE,No,Lose
68,6/11/2022,Malaysia,Bahrain,Asia,Asia,1,2,AFC Asian Cup qualification,Unknown,Malaysia,FALSE,No,Lose
69,6/11/2022,Singapore,Tajikistan,Asia,Asia,0,1,AFC Asian Cup qualification,Unknown,Kyrgyz Republic,TRUE,No,Lose
70,6/11/2022,Kyrgyz Republic,Myanmar,Asia,Asia,2,0,AFC Asian Cup qualification,Unknown,Kyrgyz Republic,FALSE,No,Win
71,6/11/2022,Mexico,Suriname,North America,South America,3,0,CONCACAF Nations League,Unknown,Mexico,FALSE,No,Win
72,6/11/2022,Guyana,Haiti,South America,North America,2,6,CONCACAF Nations League,Unknown,Guyana,FALSE,No,Lose
73,6/11/2022,Montserrat,Bermuda,North America,North America,3,2,CONCACAF Nations League,Unknown,Dominican Republic,TRUE,No,Win
74,6/11/2022,England,Italy,Europe,Europe,0,0,UEFA Nations League,Unknown,England,FALSE,No,Draw
75,6/11/2022,Hungary,Germany,Europe,Europe,1,1,UEFA Nations League,Unknown,Hungary,FALSE,No,Draw
76,6/11/2022,Wales,Belgium,Europe,Europe,1,1,UEFA Nations League,Unknown,Wales,FALSE,No,Draw
77,6/11/2022,Netherlands,Poland,Europe,Europe,2,2,UEFA Nations League,Unknown,Netherlands,FALSE,No,Draw
78,6/11/2022,Ukraine,Armenia,Europe,Europe,3,0,UEFA Nations League,Unknown,Poland,TRUE,No,Win
79,6/11/2022,Republic of Ireland,Scotland,Europe,Europe,3,0,UEFA Nations League,Unknown,Republic of Ireland,FALSE,No,Win
80,6/11/2022,Montenegro,Bosnia and Herzegovina,Europe,Europe,1,1,UEFA Nations League,Unknown,Montenegro,FALSE,No,Draw
81,6/11/2022,Romania,Finland,Europe,Europe,1,0,UEFA Nations League,Unknown,Romania,FALSE,No,Win
82,6/11/2022,Faroe Islands,Lithuania,Europe,Europe,2,1,UEFA Nations League,Unknown,Faroe Islands,FALSE,No,Win
83,6/11/2022,Luxembourg,Turkey,Europe,Europe,0,2,UEFA Nations League,Unknown,Luxembourg,FALSE,No,Lose
84,6/11/2022,Ecuador,Cabo Verde,South America,Africa,1,0,Friendly,Unknown,USA,TRUE,No,Win
85,6/11/2022,Uruguay,Panama,South America,North America,5,0,Friendly,Unknown,Uruguay,FALSE,No,Win
86,6/10/2022,USA,Grenada,North America,North America,5,0,CONCACAF Nations League,Unknown,USA,FALSE,No,Win
87,6/10/2022,St. Vincent and the Grenadines,Trinidad and Tobago,North America,South America,0,2,CONCACAF Nations League,Unknown,St. Vincent and the Grenadines,FALSE,No,Lose
88,6/10/2022,Bahamas,Nicaragua,North America,North America,0,2,CONCACAF Nations League,Unknown,Bahamas,FALSE,No,Lose
89,6/10/2022,Dominican Republic,Guatemala,North America,North America,1,1,CONCACAF Nations League,Unknown,Dominican Republic,FALSE,No,Draw
90,6/10/2022,Austria,France,Europe,Europe,1,1,UEFA Nations League,Unknown,Austria,FALSE,No,Draw
91,6/10/2022,Denmark,Croatia,Europe,Europe,0,1,UEFA Nations League,Unknown,Denmark,FALSE,No,Lose
92,6/10/2022,Albania,Israel,Europe,Europe,1,2,UEFA Nations League,Unknown,Albania,FALSE,No,Lose
93,6/10/2022,Azerbaijan,Slovakia,Europe,Europe,0,1,UEFA Nations League,Unknown,Azerbaijan,FALSE,No,Lose
94,6/10/2022,Belarus,Kazakhstan,Europe,Europe,1,1,UEFA Nations League,Unknown,Serbia,TRUE,No,Draw
95,6/10/2022,Moldova,Latvia,Europe,Europe,2,4,UEFA Nations League,Unknown,Moldova,FALSE,No,Lose
96,6/10/2022,Andorra,Liechtenstein,Europe,Europe,2,1,UEFA Nations League,Unknown,Andorra,FALSE,No,Win
97,6/10/2022,Korea Republic,Paraguay,Asia,South America,2,2,Friendly,Unknown,Korea Republic,FALSE,No,Draw
98,6/10/2022,Chile,Tunisia,South America,Africa,0,2,Kirin Cup,Unknown,Japan,TRUE,No,Lose
99,6/10/2022,Japan,Ghana,Asia,Africa,4,1,Kirin Cup,Unknown,Japan,FALSE,No,Win
100,6/9/2022,Guinea-Bissau,São Tomé and Príncipe,Africa,Africa,5,1,African Cup of Nations qualification,Unknown,Morocco,TRUE,No,Win
101,6/9/2022,Nigeria,Sierra Leone,Africa,Africa,2,1,African Cup of Nations qualification,Unknown,Nigeria,FALSE,No,Win
102,6/9/2022,Burundi,Cameroon,Africa,Africa,0,1,African Cup of Nations qualification,Unknown,Tanzania,TRUE,No,Lose
103,6/9/2022,Ethiopia,Egypt,Africa,Africa,2,0,African Cup of Nations qualification,Unknown,Malawi,TRUE,No,Win
104,6/9/2022,Guinea,Malawi,Africa,Africa,1,0,African Cup of Nations qualification,Unknown,Guinea,FALSE,No,Win
105,6/9/2022,South Sudan,Mali,Africa,Africa,1,3,African Cup of Nations qualification,Unknown,Uganda,TRUE,No,Lose
106,6/9/2022,Lesotho,Côte d'Ivoire,Africa,Africa,0,0,African Cup of Nations qualification,Unknown,South Africa,TRUE,No,Draw
107,6/9/2022,Morocco,South Africa,Africa,Africa,2,1,African Cup of Nations qualification,Unknown,Morocco,FALSE,No,Win
108,6/9/2022,Canada,Curaçao,North America,North America,4,0,CONCACAF Nations League,Unknown,Canada,FALSE,No,Win
109,6/9/2022,Antigua and Barbuda,Cuba,North America,North America,0,2,CONCACAF Nations League,Unknown,St. Kitts and Nevis,TRUE,No,Lose
110,6/9/2022,Aruba,St. Kitts and Nevis,North America,North America,2,3,CONCACAF Nations League,Unknown,Curaçao,TRUE,No,Lose
111,6/9/2022,Dominica,St. Lucia,North America,North America,0,1,CONCACAF Nations League,Unknown,Dominica,FALSE,No,Lose
112,6/9/2022,Cayman Islands,Puerto Rico,North America,North America,0,3,CONCACAF Nations League,Unknown,Cayman Islands,FALSE,No,Lose
113,6/9/2022,Portugal,Czech Republic,Europe,Europe,2,0,UEFA Nations League,Unknown,Portugal,FALSE,No,Win
114,6/9/2022,Switzerland,Spain,Europe,Europe,0,1,UEFA Nations League,Unknown,Switzerland,FALSE,No,Lose
115,6/9/2022,Norway,Slovenia,Europe,Europe,0,0,UEFA Nations League,Unknown,Norway,FALSE,No,Draw
116,6/9/2022,Sweden,Serbia,Europe,Europe,0,1,UEFA Nations League,Unknown,Sweden,FALSE,No,Lose
117,6/9/2022,Kosovo,Northern Ireland,Europe,Europe,3,2,UEFA Nations League,Unknown,Kosovo,FALSE,No,Win
118,6/9/2022,Greece,Cyprus,Europe,Europe,3,0,UEFA Nations League,Unknown,Greece,FALSE,No,Win
119,6/9/2022,Gibraltar,Bulgaria,Europe,Europe,1,1,UEFA Nations League,Unknown,Gibraltar,FALSE,No,Draw
120,6/9/2022,North Macedonia,Georgia,Europe,Europe,0,3,UEFA Nations League,Unknown,North Macedonia,FALSE,No,Lose
121,6/9/2022,Malta,Estonia,Europe,Europe,1,2,UEFA Nations League,Unknown,Malta,FALSE,No,Lose
122,6/9/2022,New Zealand,Oman,Oceania,Asia,0,0,Friendly,Unknown,Qatar,TRUE,No,Draw
123,6/9/2022,San Marino,Iceland,Europe,Europe,0,1,Friendly,Unknown,San Marino,FALSE,No,Lose
124,6/9/2022,Saudi Arabia,Venezuela,Asia,South America,0,1,Friendly,Unknown,Spain,TRUE,No,Lose
125,6/8/2022,Kuwait,Indonesia,Asia,Asia,1,2,AFC Asian Cup qualification,Unknown,Kuwait,FALSE,No,Lose
126,6/8/2022,Jordan,Nepal,Asia,Asia,2,0,AFC Asian Cup qualification,Unknown,Kuwait,TRUE,No,Win
127,6/8/2022,Philippines,Yemen,Asia,Asia,0,0,AFC Asian Cup qualification,Unknown,Mongolia,TRUE,No,Draw
128,6/8/2022,Mongolia,Palestine,Asia,Asia,0,1,AFC Asian Cup qualification,Unknown,Mongolia,FALSE,No,Lose
129,6/8/2022,Thailand,Maldives,Asia,Africa,3,0,AFC Asian Cup qualification,Unknown,Uzbekistan,TRUE,No,Win
130,6/8/2022,Uzbekistan,Sri Lanka,Asia,Asia,3,0,AFC Asian Cup qualification,Unknown,Uzbekistan,FALSE,No,Win
131,6/8/2022,Hong Kong,Afghanistan,Asia,Asia,2,1,AFC Asian Cup qualification,Unknown,India,TRUE,No,Win
132,6/8/2022,India,Cambodia,Asia,Asia,2,0,AFC Asian Cup qualification,Unknown,India,FALSE,No,Win
133,6/8/2022,Bahrain,Bangladesh,Asia,Asia,2,0,AFC Asian Cup qualification,Unknown,Malaysia,TRUE,No,Win
134,6/8/2022,Malaysia,Turkmenistan,Asia,Asia,3,1,AFC Asian Cup qualification,Unknown,Malaysia,FALSE,No,Win
135,6/8/2022,Tajikistan,Myanmar,Asia,Asia,4,0,AFC Asian Cup qualification,Unknown,Kyrgyz Republic,TRUE,No,Win
136,6/8/2022,Kyrgyz Republic,Singapore,Asia,Asia,2,1,AFC Asian Cup qualification,Unknown,Kyrgyz Republic,FALSE,No,Win
137,6/8/2022,Uganda,Niger,Africa,Africa,1,1,African Cup of Nations qualification,Unknown,Uganda,FALSE,No,Draw
138,6/8/2022,Tanzania,Algeria,Africa,Africa,0,2,African Cup of Nations qualification,Unknown,Tanzania,FALSE,No,Lose
139,6/8/2022,Congo,Gambia,Africa,Africa,1,0,African Cup of Nations qualification,Unknown,Congo,FALSE,No,Win
140,6/8/2022,Gabon,Mauritania,Africa,Africa,0,0,African Cup of Nations qualification,Unknown,Gabon,FALSE,No,Draw
141,6/8/2022,Sudan,Congo DR,Africa,Africa,2,1,African Cup of Nations qualification,Unknown,Sudan,FALSE,No,Win
142,6/8/2022,Benin,Mozambique,Africa,Africa,0,1,African Cup of Nations qualification,Unknown,Benin,FALSE,No,Lose
143,6/8/2022,Wales,Netherlands,Europe,Europe,1,2,UEFA Nations League,Unknown,Wales,FALSE,No,Lose
144,6/8/2022,Belgium,Poland,Europe,Europe,6,1,UEFA Nations League,Unknown,Belgium,FALSE,No,Win
145,6/8/2022,Republic of Ireland,Ukraine,Europe,Europe,0,1,UEFA Nations League,Unknown,Republic of Ireland,FALSE,No,Lose
146,6/8/2022,Scotland,Armenia,Europe,Europe,2,0,UEFA Nations League,Unknown,Scotland,FALSE,No,Win
147,6/7/2022,Eswatini,Burkina Faso,Africa,Africa,1,3,African Cup of Nations qualification,Unknown,South Africa,TRUE,No,Lose
148,6/7/2022,Cabo Verde,Togo,Africa,Africa,2,0,African Cup of Nations qualification,Unknown,Morocco,TRUE,No,Win
149,6/7/2022,Zambia,Comoros,Africa,Africa,2,1,African Cup of Nations qualification,Unknown,Zambia,FALSE,No,Win
150,6/7/2022,Senegal,Rwanda,Africa,Africa,1,0,African Cup of Nations qualification,Unknown,Senegal,FALSE,No,Win
151,6/7/2022,Jamaica,Suriname,North America,South America,3,1,CONCACAF Nations League,Unknown,Jamaica,FALSE,No,Win
152,6/7/2022,Grenada,El Salvador,North America,North America,2,2,CONCACAF Nations League,Unknown,Grenada,FALSE,No,Draw
153,6/7/2022,Guyana,Bermuda,South America,North America,2,1,CONCACAF Nations League,Unknown,Guyana,FALSE,No,Win
154,6/7/2022,Haiti,Montserrat,North America,North America,3,2,CONCACAF Nations League,Unknown,Dominican Republic,TRUE,No,Win
155,6/7/2022,Germany,England,Europe,Europe,1,1,UEFA Nations League,Unknown,Germany,FALSE,No,Draw
156,6/7/2022,Italy,Hungary,Europe,Europe,2,1,UEFA Nations League,Unknown,Italy,FALSE,No,Win
157,6/7/2022,Finland,Montenegro,Europe,Europe,2,0,UEFA Nations League,Unknown,Finland,FALSE,No,Win
158,6/7/2022,Bosnia and Herzegovina,Romania,Europe,Europe,1,0,UEFA Nations League,Unknown,Bosnia and Herzegovina,FALSE,No,Win
159,6/7/2022,Faroe Islands,Luxembourg,Europe,Europe,0,1,UEFA Nations League,Unknown,Faroe Islands,FALSE,No,Lose
160,6/7/2022,Lithuania,Turkey,Europe,Europe,0,6,UEFA Nations League,Unknown,Lithuania,FALSE,No,Lose
161,6/6/2022,Equatorial Guinea,Libya,Africa,Africa,2,0,African Cup of Nations qualification,Unknown,Equatorial Guinea,FALSE,No,Win
162,6/6/2022,Honduras,Curaçao,North America,North America,1,2,CONCACAF Nations League,Unknown,Honduras,FALSE,No,Lose
163,6/6/2022,St. Vincent and the Grenadines,Nicaragua,North America,North America,2,2,CONCACAF Nations League,Unknown,St. Vincent and the Grenadines,FALSE,No,Draw
164,6/6/2022,Trinidad and Tobago,Bahamas,South America,North America,1,0,CONCACAF Nations League,Unknown,Trinidad and Tobago,FALSE,No,Win
165,6/6/2022,US Virgin Islands,Turks and Caicos Islands,North America,North America,3,2,CONCACAF Nations League,Unknown,US Virgin Islands,FALSE,No,Win
166,6/6/2022,Cayman Islands,British Virgin Islands,North America,North America,1,1,CONCACAF Nations League,Unknown,Cayman Islands,FALSE,No,Draw
167,6/6/2022,Austria,Denmark,Europe,Europe,1,2,UEFA Nations League,Unknown,Austria,FALSE,No,Lose
168,6/6/2022,Croatia,France,Europe,Europe,1,1,UEFA Nations League,Unknown,Croatia,FALSE,No,Draw
169,6/6/2022,Iceland,Albania,Europe,Europe,1,1,UEFA Nations League,Unknown,Iceland,FALSE,No,Draw
170,6/6/2022,Belarus,Azerbaijan,Europe,Europe,0,0,UEFA Nations League,Unknown,Serbia,TRUE,No,Draw
171,6/6/2022,Slovakia,Kazakhstan,Europe,Europe,0,1,UEFA Nations League,Unknown,Slovakia,FALSE,No,Lose
172,6/6/2022,Latvia,Liechtenstein,Europe,Europe,1,0,UEFA Nations League,Unknown,Latvia,FALSE,No,Win
173,6/6/2022,Andorra,Moldova,Europe,Europe,0,0,UEFA Nations League,Unknown,Andorra,FALSE,No,Draw
174,6/6/2022,Korea Republic,Chile,Asia,South America,2,0,Friendly,Unknown,Korea Republic,FALSE,No,Win
175,6/6/2022,Japan,Brazil,Asia,South America,0,1,Friendly,Unknown,Japan,FALSE,No,Lose
176,6/5/2022,Wales,Ukraine,Europe,Europe,1,0,FIFA World Cup qualification,Unknown,Wales,FALSE,No,Win
177,6/5/2022,Malawi,Ethiopia,Africa,Africa,2,1,African Cup of Nations qualification,Unknown,Malawi,FALSE,No,Win
178,6/5/2022,Egypt,Guinea,Africa,Africa,1,0,African Cup of Nations qualification,Unknown,Egypt,FALSE,No,Win
179,6/5/2022,Central African Republic,Ghana,Africa,Africa,1,1,African Cup of Nations qualification,Unknown,Angola,TRUE,No,Draw
180,6/5/2022,Madagascar,Angola,Africa,Africa,1,1,African Cup of Nations qualification,Unknown,Madagascar,FALSE,No,Draw
181,6/5/2022,Botswana,Tunisia,Africa,Africa,0,0,African Cup of Nations qualification,Unknown,Botswana,FALSE,No,Draw
182,6/5/2022,Cuba,Barbados,North America,North America,3,0,CONCACAF Nations League,Unknown,Cuba,FALSE,No,Win
183,6/5/2022,Guatemala,Belize,North America,North America,2,0,CONCACAF Nations League,Unknown,Guatemala,FALSE,No,Win
184,6/5/2022,Dominica,Anguilla,North America,North America,1,1,CONCACAF Nations League,Unknown,St. Kitts and Nevis,TRUE,No,Draw
185,6/5/2022,Portugal,Switzerland,Europe,Europe,4,0,UEFA Nations League,Unknown,Portugal,FALSE,No,Win
186,6/5/2022,Czech Republic,Spain,Europe,Europe,2,2,UEFA Nations League,Unknown,Czech Republic,FALSE,No,Draw
187,6/5/2022,Serbia,Slovenia,Europe,Europe,4,1,UEFA Nations League,Unknown,Serbia,FALSE,No,Win
188,6/5/2022,Sweden,Norway,Europe,Europe,1,2,UEFA Nations League,Unknown,Sweden,FALSE,No,Lose
189,6/5/2022,Cyprus,Northern Ireland,Europe,Europe,0,0,UEFA Nations League,Unknown,Cyprus,FALSE,No,Draw
190,6/5/2022,Kosovo,Greece,Europe,Europe,0,1,UEFA Nations League,Unknown,Kosovo,FALSE,No,Lose
191,6/5/2022,Gibraltar,North Macedonia,Europe,Europe,0,2,UEFA Nations League,Unknown,Gibraltar,FALSE,No,Lose
192,6/5/2022,Bulgaria,Georgia,Europe,Europe,2,5,UEFA Nations League,Unknown,Bulgaria,FALSE,No,Lose
193,6/5/2022,San Marino,Malta,Europe,Europe,0,2,UEFA Nations League,Unknown,San Marino,FALSE,No,Lose
194,6/5/2022,Argentina,Estonia,South America,Europe,5,0,Friendly,Unknown,Spain,TRUE,No,Win
195,6/5/2022,Mexico,Ecuador,North America,South America,0,0,Friendly,Unknown,USA,TRUE,No,Draw
196,6/5/2022,Peru,New Zealand,South America,Oceania,1,0,Friendly,Unknown,Spain,TRUE,No,Win
197,6/5/2022,Saudi Arabia,Colombia,Asia,South America,0,1,Friendly,Unknown,Spain,TRUE,No,Lose
198,6/5/2022,USA,Uruguay,North America,South America,0,0,Friendly,Unknown,USA,FALSE,No,Draw
199,6/4/2022,Namibia,Burundi,Africa,Africa,1,1,African Cup of Nations qualification,Unknown,South Africa,TRUE,No,Draw
200,6/4/2022,Niger,Tanzania,Africa,Africa,1,1,African Cup of Nations qualification,Unknown,Benin,TRUE,No,Draw
201,6/4/2022,Algeria,Uganda,Africa,Africa,2,0,African Cup of Nations qualification,Unknown,Algeria,FALSE,No,Win
202,6/4/2022,Gambia,South Sudan,Africa,Africa,1,0,African Cup of Nations qualification,Unknown,Senegal,TRUE,No,Win
203,6/4/2022,Mali,Congo,Africa,Africa,4,0,African Cup of Nations qualification,Unknown,Mali,FALSE,No,Win
204,6/4/2022,Mauritania,Sudan,Africa,Africa,3,0,African Cup of Nations qualification,Unknown,Mauritania,FALSE,No,Win
205,6/4/2022,Congo DR,Gabon,Africa,Africa,0,1,African Cup of Nations qualification,Unknown,Congo DR,FALSE,No,Lose
206,6/4/2022,Senegal,Benin,Africa,Africa,3,1,African Cup of Nations qualification,Unknown,Senegal,FALSE,No,Win
207,6/4/2022,Suriname,Jamaica,South America,North America,1,1,CONCACAF Nations League,Unknown,Suriname,FALSE,No,Draw
208,6/4/2022,El Salvador,Grenada,North America,North America,3,1,CONCACAF Nations League,Unknown,El Salvador,FALSE,No,Win
209,6/4/2022,Bermuda,Haiti,North America,North America,0,0,CONCACAF Nations League,Unknown,Bermuda,FALSE,No,Draw
210,6/4/2022,Montserrat,Guyana,North America,South America,1,2,CONCACAF Nations League,Unknown,Dominican Republic,TRUE,No,Lose
211,6/4/2022,Hungary,England,Europe,Europe,1,0,UEFA Nations League,Unknown,Hungary,FALSE,No,Win
212,6/4/2022,Italy,Germany,Europe,Europe,1,1,UEFA Nations League,Unknown,Italy,FALSE,No,Draw
213,6/4/2022,Armenia,Republic of Ireland,Europe,Europe,1,0,UEFA Nations League,Unknown,Armenia,FALSE,No,Win
214,6/4/2022,Finland,Bosnia and Herzegovina,Europe,Europe,1,1,UEFA Nations League,Unknown,Finland,FALSE,No,Draw
215,6/4/2022,Montenegro,Romania,Europe,Europe,2,0,UEFA Nations League,Unknown,Montenegro,FALSE,No,Win
216,6/4/2022,Lithuania,Luxembourg,Europe,Europe,0,2,UEFA Nations League,Unknown,Lithuania,FALSE,No,Lose
217,6/4/2022,Turkey,Faroe Islands,Europe,Europe,4,0,UEFA Nations League,Unknown,Turkey,FALSE,No,Win
218,6/3/2022,Togo,Eswatini,Africa,Africa,2,2,African Cup of Nations qualification,Unknown,Togo,FALSE,No,Draw
