fb_id,date,home_team,away_team,home_team_continent,away_team_continent,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result
2525,8/4/2019,Zimbabwe,Mauritius,Africa,Africa,3,1,African Nations Championship qualification,Unknown,Zimbabwe,FALSE,No,Win
2526,8/4/2019,Mali,Guinea-Bissau,Africa,Africa,3,0,African Nations Championship qualification,Unknown,Mali,FALSE,No,Win
2527,8/4/2019,Togo,Benin,Africa,Africa,1,0,African Nations Championship qualification,Unknown,Togo,FALSE,No,Win
2528,8/3/2019,Uganda,Somalia,Africa,Africa,4,1,African Nations Championship qualification,Unknown,Uganda,FALSE,No,Win
2529,8/3/2019,Angola,Eswatini,Africa,Africa,1,1,African Nations Championship qualification,Unknown,Angola,FALSE,No,Draw
2530,8/3/2019,Zambia,Botswana,Africa,Africa,3,2,African Nations Championship qualification,Unknown,Zambia,FALSE,No,Win
2531,8/3/2019,Mauritania,Cabo Verde,Africa,Africa,2,1,African Nations Championship qualification,Unknown,Mauritania,FALSE,No,Win
2532,8/3/2019,Senegal,Liberia,Africa,Africa,3,0,African Nations Championship qualification,Unknown,Senegal,FALSE,No,Win
2533,7/29/2019,Mauritius,Zimbabwe,Africa,Africa,0,4,African Nations Championship qualification,Unknown,Mauritius,FALSE,No,Lose
2534,7/28/2019,Chad,Equatorial Guinea,Africa,Africa,3,3,African Nations Championship qualification,Unknown,Chad,FALSE,No,Draw
2535,7/28/2019,Tanzania,Kenya,Africa,Africa,0,0,African Nations Championship qualification,Unknown,Tanzania,FALSE,No,Draw
2536,7/28/2019,Lesotho,South Africa,Africa,Africa,3,2,African Nations Championship qualification,Unknown,Lesotho,FALSE,No,Win
2537,7/28/2019,Madagascar,Mozambique,Africa,Africa,1,0,African Nations Championship qualification,Unknown,Madagascar,FALSE,No,Win
2538,7/28/2019,Eswatini,Angola,Africa,Africa,1,1,African Nations Championship qualification,Unknown,Eswatini,FALSE,No,Draw
2539,7/28/2019,Liberia,Senegal,Africa,Africa,1,0,African Nations Championship qualification,Unknown,Liberia,FALSE,No,Win
2540,7/28/2019,Benin,Togo,Africa,Africa,0,0,African Nations Championship qualification,Unknown,Benin,FALSE,No,Draw
2541,7/27/2019,Burundi,South Sudan,Africa,Africa,2,0,African Nations Championship qualification,Unknown,Burundi,FALSE,No,Win
2542,7/27/2019,Somalia,Uganda,Africa,Africa,1,3,African Nations Championship qualification,Unknown,Djibouti,TRUE,No,Lose
2543,7/27/2019,Cabo Verde,Mauritania,Africa,Africa,0,0,African Nations Championship qualification,Unknown,Cabo Verde,FALSE,No,Draw
2544,7/27/2019,Guinea-Bissau,Mali,Africa,Africa,0,4,African Nations Championship qualification,Unknown,Guinea-Bissau,FALSE,No,Lose
2545,7/26/2019,Djibouti,Ethiopia,Africa,Africa,0,1,African Nations Championship qualification,Unknown,Djibouti,FALSE,No,Lose
2546,7/26/2019,Botswana,Zambia,Africa,Africa,0,0,African Nations Championship qualification,Unknown,Botswana,FALSE,No,Draw
2547,7/26/2019,Comoros,Namibia,Africa,Africa,0,2,African Nations Championship qualification,Unknown,Comoros,FALSE,No,Lose
2548,7/21/2019,Equatorial Guinea,Liberia,Africa,Africa,1,1,Friendly,Unknown,Equatorial Guinea,FALSE,No,Draw
2549,7/20/2019,Papua New Guinea,Fiji,Oceania,Oceania,1,1,Pacific Games,Unknown,Samoa,TRUE,No,Draw
2550,7/19/2019,Senegal,Algeria,Africa,Africa,0,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2551,7/19/2019,Tajikistan,Korea DPR,Asia,Asia,0,1,Intercontinental Cup,Unknown,India,TRUE,No,Lose
2552,7/18/2019,Papua New Guinea,Tonga,Oceania,Africa,8,0,Pacific Games,Unknown,Samoa,TRUE,No,Win
2553,7/18/2019,Samoa,Vanuatu,Oceania,Oceania,0,11,Pacific Games,Unknown,Samoa,FALSE,No,Lose
2554,7/18/2019,American Samoa,Tahiti,Oceania,Oceania,8,1,Pacific Games,Unknown,Samoa,TRUE,No,Win
2555,7/18/2019,Fiji,Solomon Islands,Oceania,Oceania,4,4,Pacific Games,Unknown,Samoa,TRUE,No,Draw
2556,7/17/2019,Tunisia,Nigeria,Africa,Africa,0,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2557,7/16/2019,India,Syria,Asia,Asia,1,1,Intercontinental Cup,Unknown,India,FALSE,No,Draw
2558,7/15/2019,Tonga,Vanuatu,Africa,Oceania,0,14,Pacific Games,Unknown,Samoa,TRUE,No,Lose
2559,7/15/2019,Solomon Islands,American Samoa,Oceania,Oceania,13,0,Pacific Games,Unknown,Samoa,TRUE,No,Win
2560,7/15/2019,Tahiti,New Caledonia,Oceania,Oceania,0,3,Pacific Games,Unknown,Samoa,TRUE,No,Lose
2561,7/15/2019,Korea DPR,Tajikistan,Asia,Asia,1,0,Intercontinental Cup,Unknown,India,TRUE,No,Win
2562,7/14/2019,Algeria,Nigeria,Africa,Africa,2,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2563,7/14/2019,Senegal,Tunisia,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2564,7/13/2019,India,Korea DPR,Asia,Asia,2,5,Intercontinental Cup,Unknown,India,FALSE,No,Lose
2565,7/12/2019,Samoa,Tonga,Oceania,Africa,2,0,Pacific Games,Unknown,Samoa,FALSE,No,Win
2566,7/12/2019,Solomon Islands,Tahiti,Oceania,Oceania,0,3,Pacific Games,Unknown,Samoa,TRUE,No,Lose
2567,7/12/2019,New Caledonia,Fiji,Oceania,Oceania,1,0,Pacific Games,Unknown,Samoa,TRUE,No,Win
2568,7/11/2019,Côte d'Ivoire,Algeria,Africa,Africa,1,1,African Cup of Nations,Unknown,Egypt,TRUE,Yes,Lose
2569,7/11/2019,Madagascar,Tunisia,Africa,Africa,0,3,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2570,7/10/2019,Nigeria,South Africa,Africa,Africa,2,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2571,7/10/2019,Senegal,Benin,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2572,7/10/2019,Papua New Guinea,Vanuatu,Oceania,Oceania,2,0,Pacific Games,Unknown,Samoa,TRUE,No,Win
2573,7/10/2019,American Samoa,Fiji,Oceania,Oceania,0,9,Pacific Games,Unknown,Samoa,TRUE,No,Lose
2574,7/10/2019,Solomon Islands,New Caledonia,Oceania,Oceania,0,2,Pacific Games,Unknown,Samoa,TRUE,No,Lose
2575,7/10/2019,Tajikistan,Syria,Asia,Asia,2,0,Intercontinental Cup,Unknown,India,TRUE,No,Win
2576,7/8/2019,Ghana,Tunisia,Africa,Africa,1,1,African Cup of Nations,Unknown,Egypt,TRUE,Yes,Lose
2577,7/8/2019,Mali,Côte d'Ivoire,Africa,Africa,0,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2578,7/8/2019,Samoa,Papua New Guinea,Oceania,Oceania,0,6,Pacific Games,Unknown,Samoa,FALSE,No,Lose
2579,7/8/2019,American Samoa,New Caledonia,Oceania,Oceania,0,5,Pacific Games,Unknown,Samoa,TRUE,No,Lose
2580,7/8/2019,Tahiti,Fiji,Oceania,Oceania,1,2,Pacific Games,Unknown,Samoa,TRUE,No,Lose
2581,7/8/2019,Syria,Korea DPR,Asia,Asia,5,2,Intercontinental Cup,Unknown,India,TRUE,No,Win
2582,7/7/2019,Algeria,Guinea,Africa,Africa,3,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2583,7/7/2019,Madagascar,Congo DR,Africa,Africa,2,2,African Cup of Nations,Unknown,Egypt,TRUE,Yes,Win
2584,7/7/2019,Brazil,Peru,South America,South America,3,1,Copa América,Unknown,Brazil,FALSE,No,Win
2585,7/7/2019,USA,Mexico,North America,North America,0,1,Gold Cup,Unknown,USA,FALSE,No,Lose
2586,7/7/2019,India,Tajikistan,Asia,Asia,2,4,Intercontinental Cup,Unknown,India,FALSE,No,Lose
2587,7/6/2019,Egypt,South Africa,Africa,Africa,0,1,African Cup of Nations,Unknown,Egypt,FALSE,No,Lose
2588,7/6/2019,Nigeria,Cameroon,Africa,Africa,3,2,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2589,7/6/2019,Argentina,Chile,South America,South America,2,1,Copa América,Unknown,Brazil,TRUE,No,Win
2590,7/5/2019,Morocco,Benin,Africa,Africa,1,1,African Cup of Nations,Unknown,Egypt,TRUE,Yes,Lose
2591,7/5/2019,Uganda,Senegal,Africa,Africa,0,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2592,7/3/2019,Chile,Peru,South America,South America,0,3,Copa América,Unknown,Brazil,TRUE,No,Lose
2593,7/3/2019,USA,Jamaica,North America,North America,3,1,Gold Cup,Unknown,USA,FALSE,No,Win
2594,7/2/2019,Angola,Mali,Africa,Africa,0,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2595,7/2/2019,Mauritania,Tunisia,Africa,Africa,0,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2596,7/2/2019,Benin,Cameroon,Africa,Africa,0,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2597,7/2/2019,Guinea-Bissau,Ghana,Africa,Africa,0,2,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2598,7/2/2019,Brazil,Argentina,South America,South America,2,0,Copa América,Unknown,Brazil,FALSE,No,Win
2599,7/2/2019,Haiti,Mexico,North America,North America,0,1,Gold Cup,Unknown,USA,TRUE,No,Lose
2600,7/1/2019,Kenya,Senegal,Africa,Africa,0,3,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2601,7/1/2019,Tanzania,Algeria,Africa,Africa,0,3,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2602,7/1/2019,Namibia,Côte d'Ivoire,Africa,Africa,1,4,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2603,7/1/2019,South Africa,Morocco,Africa,Africa,0,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2604,6/30/2019,Egypt,Uganda,Africa,Africa,2,0,African Cup of Nations,Unknown,Egypt,FALSE,No,Win
2605,6/30/2019,Zimbabwe,Congo DR,Africa,Africa,0,4,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2606,6/30/2019,Burundi,Guinea,Africa,Africa,0,2,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2607,6/30/2019,Madagascar,Nigeria,Africa,Africa,2,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2608,6/30/2019,Jamaica,Panama,North America,North America,1,0,Gold Cup,Unknown,USA,TRUE,No,Win
2609,6/30/2019,USA,Curaçao,North America,North America,1,0,Gold Cup,Unknown,USA,FALSE,No,Win
2610,6/29/2019,Mauritania,Angola,Africa,Africa,0,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2611,6/29/2019,Cameroon,Ghana,Africa,Africa,0,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2612,6/29/2019,Benin,Guinea-Bissau,Africa,Africa,0,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2613,6/29/2019,Uruguay,Peru,South America,South America,0,0,Copa América,Unknown,Brazil,TRUE,Yes,Lose
2614,6/29/2019,Haiti,Canada,North America,North America,3,2,Gold Cup,Unknown,USA,TRUE,No,Win
2615,6/29/2019,Mexico,Costa Rica,North America,North America,1,1,Gold Cup,Unknown,USA,TRUE,Yes,Win
2616,6/28/2019,Morocco,Côte d'Ivoire,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2617,6/28/2019,South Africa,Namibia,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2618,6/28/2019,Tunisia,Mali,Africa,Africa,1,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2619,6/28/2019,Colombia,Chile,South America,South America,0,0,Copa América,Unknown,Brazil,TRUE,Yes,Lose
2620,6/28/2019,Venezuela,Argentina,South America,South America,0,2,Copa América,Unknown,Brazil,TRUE,No,Lose
2621,6/27/2019,Madagascar,Burundi,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2622,6/27/2019,Senegal,Algeria,Africa,Africa,0,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2623,6/27/2019,Kenya,Tanzania,Africa,Africa,3,2,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2624,6/27/2019,Brazil,Paraguay,South America,South America,0,0,Copa América,Unknown,Brazil,FALSE,Yes,Win
2625,6/26/2019,Uganda,Zimbabwe,Africa,Africa,1,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2626,6/26/2019,Egypt,Congo DR,Africa,Africa,2,0,African Cup of Nations,Unknown,Egypt,FALSE,No,Win
2627,6/26/2019,Nigeria,Guinea,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2628,6/26/2019,Trinidad and Tobago,Guyana,South America,South America,1,1,Gold Cup,Unknown,USA,TRUE,No,Draw
2629,6/26/2019,USA,Panama,North America,North America,1,0,Gold Cup,Unknown,USA,FALSE,No,Win
2630,6/25/2019,Cameroon,Guinea-Bissau,Africa,Africa,2,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2631,6/25/2019,Ghana,Benin,Africa,Africa,2,2,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2632,6/25/2019,Jamaica,Curaçao,North America,North America,1,1,Gold Cup,Unknown,USA,TRUE,No,Draw
2633,6/25/2019,Honduras,El Salvador,North America,North America,4,0,Gold Cup,Unknown,USA,TRUE,No,Win
2634,6/24/2019,Côte d'Ivoire,South Africa,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2635,6/24/2019,Tunisia,Angola,Africa,Africa,1,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2636,6/24/2019,Mali,Mauritania,Africa,Africa,4,1,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2637,6/24/2019,Chile,Uruguay,South America,South America,0,1,Copa América,Unknown,Brazil,TRUE,No,Lose
2638,6/24/2019,Ecuador,Japan,South America,Asia,1,1,Copa América,Unknown,Brazil,TRUE,No,Draw
2639,6/24/2019,Bermuda,Nicaragua,North America,North America,2,0,Gold Cup,Unknown,USA,TRUE,No,Win
2640,6/24/2019,Haiti,Costa Rica,North America,North America,2,1,Gold Cup,Unknown,USA,TRUE,No,Win
2641,6/23/2019,Senegal,Tanzania,Africa,Africa,2,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2642,6/23/2019,Algeria,Kenya,Africa,Africa,2,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2643,6/23/2019,Morocco,Namibia,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2644,6/23/2019,Colombia,Paraguay,South America,South America,1,0,Copa América,Unknown,Brazil,TRUE,No,Win
2645,6/23/2019,Qatar,Argentina,Asia,South America,0,2,Copa América,Unknown,Brazil,TRUE,No,Lose
2646,6/23/2019,Canada,Cuba,North America,North America,7,0,Gold Cup,Unknown,USA,TRUE,No,Win
2647,6/22/2019,Congo DR,Uganda,Africa,Africa,0,2,African Cup of Nations,Unknown,Egypt,TRUE,No,Lose
2648,6/22/2019,Nigeria,Burundi,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,TRUE,No,Win
2649,6/22/2019,Guinea,Madagascar,Africa,Africa,2,2,African Cup of Nations,Unknown,Egypt,TRUE,No,Draw
2650,6/22/2019,Bolivia,Venezuela,South America,South America,1,3,Copa América,Unknown,Brazil,TRUE,No,Lose
2651,6/22/2019,Guyana,Panama,South America,North America,2,4,Gold Cup,Unknown,USA,TRUE,No,Lose
2652,6/22/2019,USA,Trinidad and Tobago,North America,South America,6,0,Gold Cup,Unknown,USA,FALSE,No,Win
2653,6/22/2019,Brazil,Peru,South America,South America,5,0,Copa América,Unknown,Brazil,FALSE,No,Win
2654,6/21/2019,Egypt,Zimbabwe,Africa,Africa,1,0,African Cup of Nations,Unknown,Egypt,FALSE,No,Win
2655,6/21/2019,Ecuador,Chile,South America,South America,1,2,Copa América,Unknown,Brazil,TRUE,No,Lose
2656,6/21/2019,El Salvador,Jamaica,North America,North America,0,0,Gold Cup,Unknown,USA,TRUE,No,Draw
2657,6/21/2019,Honduras,Curaçao,North America,North America,0,1,Gold Cup,Unknown,USA,TRUE,No,Lose
2658,6/20/2019,Uruguay,Japan,South America,Asia,2,2,Copa América,Unknown,Brazil,TRUE,No,Draw
2659,6/20/2019,Nicaragua,Haiti,North America,North America,0,2,Gold Cup,Unknown,USA,TRUE,No,Lose
2660,6/20/2019,Costa Rica,Bermuda,North America,North America,2,1,Gold Cup,Unknown,USA,TRUE,No,Win
2661,6/19/2019,Colombia,Qatar,South America,Asia,1,0,Copa América,Unknown,Brazil,TRUE,No,Win
2662,6/19/2019,Argentina,Paraguay,South America,South America,1,1,Copa América,Unknown,Brazil,TRUE,No,Draw
2663,6/19/2019,Mexico,Canada,North America,North America,3,1,Gold Cup,Unknown,USA,TRUE,No,Win
2664,6/19/2019,Côte d'Ivoire,Zambia,Africa,Africa,4,1,Friendly,Unknown,United Arab Emirates,TRUE,No,Win
2665,6/18/2019,Bolivia,Peru,South America,South America,1,3,Copa América,Unknown,Brazil,TRUE,No,Lose
2666,6/18/2019,Brazil,Venezuela,South America,South America,0,0,Copa América,Unknown,Brazil,FALSE,No,Draw
2667,6/18/2019,Panama,Trinidad and Tobago,North America,South America,2,0,Gold Cup,Unknown,USA,TRUE,No,Win
2668,6/18/2019,USA,Guyana,North America,South America,4,0,Gold Cup,Unknown,USA,FALSE,No,Win
2669,6/18/2019,Benin,Mauritania,Africa,Africa,3,1,Friendly,Unknown,Morocco,TRUE,No,Win
2670,6/17/2019,Japan,Chile,Asia,South America,0,4,Copa América,Unknown,Brazil,TRUE,No,Lose
2671,6/17/2019,Curaçao,El Salvador,North America,North America,0,1,Gold Cup,Unknown,Jamaica,TRUE,No,Lose
2672,6/17/2019,Jamaica,Honduras,North America,North America,3,2,Gold Cup,Unknown,Jamaica,FALSE,No,Win
2673,6/17/2019,Tunisia,Burundi,Africa,Africa,2,1,Friendly,Unknown,Tunisia,FALSE,No,Win
2674,6/16/2019,Paraguay,Qatar,South America,Asia,2,2,Copa América,Unknown,Brazil,TRUE,No,Draw
2675,6/16/2019,Uruguay,Ecuador,South America,South America,4,0,Copa América,Unknown,Brazil,TRUE,No,Win
2676,6/16/2019,Haiti,Bermuda,North America,North America,2,1,Gold Cup,Unknown,Jamaica,TRUE,No,Win
2677,6/16/2019,Costa Rica,Nicaragua,North America,North America,4,0,Gold Cup,Unknown,Jamaica,TRUE,No,Win
2678,6/16/2019,Algeria,Mali,Africa,Africa,3,2,Friendly,Unknown,Qatar,TRUE,No,Win
2679,6/16/2019,Egypt,Guinea,Africa,Africa,3,1,Friendly,Unknown,Egypt,FALSE,No,Win
2680,6/16/2019,Morocco,Zambia,Africa,Africa,2,3,Friendly,Unknown,Morocco,FALSE,No,Lose
2681,6/16/2019,Senegal,Nigeria,Africa,Africa,1,0,Friendly,Unknown,Egypt,TRUE,No,Win
2682,6/15/2019,Venezuela,Peru,South America,South America,0,0,Copa América,Unknown,Brazil,TRUE,No,Draw
2683,6/15/2019,Argentina,Colombia,South America,South America,0,2,Copa América,Unknown,Brazil,TRUE,No,Lose
2684,6/15/2019,Mexico,Cuba,North America,North America,7,0,Gold Cup,Unknown,USA,TRUE,No,Win
2685,6/15/2019,Ghana,South Africa,Africa,Africa,0,0,Friendly,Unknown,United Arab Emirates,TRUE,No,Draw
2686,6/15/2019,Indonesia,Vanuatu,Asia,Oceania,6,0,Friendly,Unknown,Indonesia,FALSE,No,Win
2687,6/15/2019,Côte d'Ivoire,Uganda,Africa,Africa,0,1,Friendly,Unknown,United Arab Emirates,TRUE,No,Lose
2688,6/15/2019,Kenya,Congo DR,Africa,Africa,1,1,Friendly,Unknown,Spain,TRUE,No,Draw
2689,6/15/2019,Tanzania,Zimbabwe,Africa,Africa,1,1,Friendly,Unknown,Egypt,TRUE,No,Draw
2690,6/14/2019,Cameroon,Mali,Africa,Africa,1,1,Friendly,Unknown,Qatar,TRUE,No,Draw
2691,6/14/2019,Madagascar,Mauritania,Africa,Africa,1,3,Friendly,Unknown,Morocco,TRUE,No,Lose
2692,6/14/2019,Brazil,Bolivia,South America,South America,3,0,Copa América,Unknown,Brazil,FALSE,No,Win
2693,6/13/2019,Egypt,Tanzania,Africa,Africa,1,0,Friendly,Unknown,Egypt,FALSE,No,Win
2694,6/12/2019,Morocco,Gambia,Africa,Africa,0,1,Friendly,Unknown,Morocco,FALSE,No,Lose
2695,6/11/2019,Germany,Estonia,Europe,Europe,8,0,UEFA Euro qualification,Unknown,Germany,FALSE,No,Win
2696,6/11/2019,Belarus,Northern Ireland,Europe,Europe,0,1,UEFA Euro qualification,Unknown,Belarus,FALSE,No,Lose
2697,6/11/2019,Azerbaijan,Slovakia,Europe,Europe,1,5,UEFA Euro qualification,Unknown,Azerbaijan,FALSE,No,Lose
2698,6/11/2019,Hungary,Wales,Europe,Europe,1,0,UEFA Euro qualification,Unknown,Hungary,FALSE,No,Win
2699,6/11/2019,Iceland,Turkey,Europe,Europe,2,1,UEFA Euro qualification,Unknown,Iceland,FALSE,No,Win
2700,6/11/2019,Albania,Moldova,Europe,Europe,2,0,UEFA Euro qualification,Unknown,Albania,FALSE,No,Win
2701,6/11/2019,Andorra,France,Europe,Europe,0,4,UEFA Euro qualification,Unknown,Andorra,FALSE,No,Lose
2702,6/11/2019,Kazakhstan,San Marino,Europe,Europe,4,0,UEFA Euro qualification,Unknown,Kazakhstan,FALSE,No,Win
2703,6/11/2019,Belgium,Scotland,Europe,Europe,3,0,UEFA Euro qualification,Unknown,Belgium,FALSE,No,Win
2704,6/11/2019,Russia,Cyprus,Europe,Europe,1,0,UEFA Euro qualification,Unknown,Russia,FALSE,No,Win
2705,6/11/2019,Italy,Bosnia and Herzegovina,Europe,Europe,2,1,UEFA Euro qualification,Unknown,Italy,FALSE,No,Win
2706,6/11/2019,Liechtenstein,Finland,Europe,Europe,0,2,UEFA Euro qualification,Unknown,Liechtenstein,FALSE,No,Lose
2707,6/11/2019,Greece,Armenia,Europe,Europe,2,3,UEFA Euro qualification,Unknown,Greece,FALSE,No,Lose
2708,6/11/2019,Algeria,Burundi,Africa,Africa,1,1,Friendly,Unknown,Qatar,TRUE,No,Draw
2709,6/11/2019,Benin,Guinea,Africa,Africa,1,0,Friendly,Unknown,Morocco,TRUE,No,Win
2710,6/11/2019,China PR,Tajikistan,Asia,Asia,1,0,Friendly,Unknown,China PR,FALSE,No,Win
2711,6/11/2019,Croatia,Tunisia,Europe,Africa,1,2,Friendly,Unknown,Croatia,FALSE,No,Lose
2712,6/11/2019,Hong Kong,Chinese Taipei,Asia,Asia,0,2,Friendly,Unknown,Hong Kong,FALSE,No,Lose
2713,6/11/2019,Jordan,Indonesia,Asia,Asia,4,1,Friendly,Unknown,Jordan,FALSE,No,Win
2714,6/11/2019,Korea Republic,IR Iran,Asia,Asia,1,1,Friendly,Unknown,Korea Republic,FALSE,No,Draw
2715,6/11/2019,Kyrgyz Republic,Palestine,Asia,Asia,2,2,Friendly,Unknown,Kyrgyz Republic,FALSE,No,Draw
2716,6/11/2019,Singapore,Myanmar,Asia,Asia,1,2,Friendly,Unknown,Singapore,FALSE,No,Lose
2717,6/11/2019,Uzbekistan,Syria,Asia,Asia,2,0,Friendly,Unknown,Uzbekistan,FALSE,No,Win
2718,6/11/2019,Bangladesh,Laos,Asia,Asia,0,0,FIFA World Cup qualification,Unknown,Bangladesh,FALSE,No,Draw
2719,6/11/2019,Brunei Darussalam,Mongolia,Asia,Asia,2,1,FIFA World Cup qualification,Unknown,Brunei Darussalam,FALSE,No,Win
2720,6/11/2019,Guam,Bhutan,Asia,Asia,5,0,FIFA World Cup qualification,Unknown,Guam,FALSE,No,Win
2721,6/11/2019,Pakistan,Cambodia,Asia,Asia,1,2,FIFA World Cup qualification,Unknown,Qatar,TRUE,No,Lose
2722,6/11/2019,Sri Lanka,Macau,Asia,Asia,3,0,FIFA World Cup qualification,Unknown,Sri Lanka,FALSE,No,Win
2723,6/11/2019,Malaysia,Timor-Leste,Asia,Asia,5,1,FIFA World Cup qualification,Unknown,Malaysia,FALSE,No,Win
2724,6/10/2019,Czech Republic,Montenegro,Europe,Europe,3,0,UEFA Euro qualification,Unknown,Czech Republic,FALSE,No,Win
2725,6/10/2019,Bulgaria,Kosovo,Europe,Europe,2,3,UEFA Euro qualification,Unknown,Bulgaria,FALSE,No,Lose
2726,6/10/2019,Serbia,Lithuania,Europe,Europe,4,1,UEFA Euro qualification,Unknown,Serbia,FALSE,No,Win
2727,6/10/2019,Ukraine,Luxembourg,Europe,Europe,1,0,UEFA Euro qualification,Unknown,Ukraine,FALSE,No,Win
2728,6/10/2019,Republic of Ireland,Gibraltar,Europe,Europe,2,0,UEFA Euro qualification,Unknown,Republic of Ireland,FALSE,No,Win
2729,6/10/2019,Denmark,Georgia,Europe,Europe,5,1,UEFA Euro qualification,Unknown,Denmark,FALSE,No,Win
2730,6/10/2019,Faroe Islands,Norway,Europe,Europe,0,2,UEFA Euro qualification,Unknown,Faroe Islands,FALSE,No,Lose
2731,6/10/2019,Malta,Romania,Europe,Europe,0,4,UEFA Euro qualification,Unknown,Malta,FALSE,No,Lose
2732,6/10/2019,Spain,Sweden,Europe,Europe,3,0,UEFA Euro qualification,Unknown,Spain,FALSE,No,Win
2733,6/10/2019,North Macedonia,Austria,Europe,Europe,1,4,UEFA Euro qualification,Unknown,North Macedonia,FALSE,No,Lose
2734,6/10/2019,Poland,Israel,Europe,Europe,4,0,UEFA Euro qualification,Unknown,Poland,FALSE,No,Win
2735,6/10/2019,Latvia,Slovenia,Europe,Europe,0,5,UEFA Euro qualification,Unknown,Latvia,FALSE,No,Lose
2736,6/10/2019,Vanuatu,Fiji,Oceania,Oceania,0,0,Friendly,Unknown,Vanuatu,FALSE,No,Draw
2737,6/9/2019,Brazil,Honduras,South America,North America,7,0,Friendly,Unknown,Brazil,FALSE,No,Win
2738,6/9/2019,Cameroon,Zambia,Africa,Africa,2,1,Friendly,Unknown,Cameroon,FALSE,No,Win
2739,6/9/2019,Congo DR,Burkina Faso,Africa,Africa,0,0,Friendly,Unknown,Spain,TRUE,No,Draw
2740,6/9/2019,Japan,El Salvador,Asia,North America,2,0,Kirin Challenge Cup,Unknown,Japan,FALSE,No,Win
2741,6/9/2019,Mexico,Ecuador,North America,South America,3,2,Friendly,Unknown,USA,TRUE,No,Win
2742,6/9/2019,Paraguay,Guatemala,South America,North America,2,0,Friendly,Unknown,Paraguay,FALSE,No,Win
2743,6/9/2019,Peru,Colombia,South America,South America,0,3,Friendly,Unknown,Peru,FALSE,No,Lose
2744,6/9/2019,Turkmenistan,Uganda,Asia,Africa,0,0,Friendly,Unknown,United Arab Emirates,TRUE,No,Draw
2745,6/9/2019,USA,Venezuela,North America,South America,0,3,Friendly,Unknown,USA,FALSE,No,Lose
2746,6/9/2019,Switzerland,England,Europe,Europe,0,0,UEFA Nations League,Unknown,Portugal,TRUE,Yes,Lose
2747,6/9/2019,Portugal,Netherlands,Europe,Europe,1,0,UEFA Nations League,Unknown,Portugal,FALSE,No,Win
2748,6/8/2019,Estonia,Northern Ireland,Europe,Europe,1,2,UEFA Euro qualification,Unknown,Estonia,FALSE,No,Lose
2749,6/8/2019,Belarus,Germany,Europe,Europe,0,2,UEFA Euro qualification,Unknown,Belarus,FALSE,No,Lose
2750,6/8/2019,Croatia,Wales,Europe,Europe,2,1,UEFA Euro qualification,Unknown,Croatia,FALSE,No,Win
